command,intent
Everything is close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close everything close,CLOSE_BROWSER
Everything is close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close close to everything close to everything close to,CLOSE_BROWSER
Everything is close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close .,CLOSE_BROWSER
Everything is close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everything close to everyone,CLOSE_BROWSER
shut browser,CLOSE_BROWSER
Close browser browser to close browser,CLOSE_BROWSER
Close browser browser to shut browser,CLOSE_BROWSER
Close browser browser,CLOSE_BROWSER
Close browser browser to close .,CLOSE_BROWSER
Close browser browser to close browser.,CLOSE_BROWSER
stop browser,CLOSE_BROWSER
Browser stop browser,CLOSE_BROWSER
Browser stop Browser stop,CLOSE_BROWSER
Browser stop Browser stop browser,CLOSE_BROWSER
Browser stop Browser stop browser stop,CLOSE_BROWSER
Browser stop browser browser,CLOSE_BROWSER
leave browser,CLOSE_BROWSER
Leave browser to leave browser,CLOSE_BROWSER
Leave browser browser,CLOSE_BROWSER
Leave browser to leave leave browser,CLOSE_BROWSER
Leave browser to leave .,CLOSE_BROWSER
Leave browser to leave the browser,CLOSE_BROWSER
kill browser,CLOSE_BROWSER
Kill browser kill kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill,CLOSE_BROWSER
Kill browser kill kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill,CLOSE_BROWSER
Kill browser kill kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill,CLOSE_BROWSER
Kill browser kill kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill,CLOSE_BROWSER
Kill browser kill kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill browser kill,CLOSE_BROWSER
exit application,CLOSE_BROWSER
Exit application exit application,CLOSE_BROWSER
Exit application for exit application,CLOSE_BROWSER
Exit application exit application exit application,CLOSE_BROWSER
Exit application exit application exit application exit application,CLOSE_BROWSER
Exit application for exit application .,CLOSE_BROWSER
